LotNumber,Title,Description,Quantity,StartBidEach,SellerCode,Source,Retail Price
168m,7.0 cu. ft. Vented Gas Dryer w/ AutoSensing,"Retail Price: $799
Notes: Fully functional Slightly pushed in on back panel does not affect functionality
Condition: New Not in Original Packaging
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$799 Choose how you handle each hamper with the Whirlpool Gas Dryer with AutoSensing. This dryer has a built in sensor that measures temperature levels to help prevent over drying and automatically stop the cycle when the load done. Wrinkle Assist option minimizes wrinkles with continued tumbling after the cycle ends, and Quick Dry allows you to complete small loads in less time.. Appliance Category: Dryer. Appliance Series: Not Applicable. Appliance Type: Gas Dryer.",1,5.00,ATXSUGAR,Best Buy,799
170m,7.4 cu. ft. Vented Stackable Dryer - Black,"Retail Price: $1600
Notes: Fully functional
Condition: New Open Box
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1600 This LG dryer is designed to put time back on your side. When there's no time to wash, quick and easy TurboSteam technology refreshes clothes and eases wrinkles in just 10 minutes. Forget about endless sorting or toggling through cycles. Built-in intelligence detects fabric texture and automatically selects the perfect settings, taking out the guesswork. Activate Smart Pairing in the ThinQ app, and the washer can even tell the dryer to select a compatible drying cycle, making it the ultimate laundry hack. Plus, with ThinQ Care, you can start and stop the dryer when you're on the go-and get preventative maintenance tips and alerts to keep your dryer running at its best.",1,5.00,ATXSUGAR,Best Buy,1600
172m,"24""W Dishwasher with Stainless Steel Panel","Retail Price: $2250
Notes: Various dents all over in front side etc. Function fine powers up as seen in pictures
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$2250 This listing features a 24"" dishwasher equipped with an installed professional stainless steel panel, merging functionality with a sleek design. The appliance boasts multiple wash cycles and a user-friendly interface with digital display for convenient operation. Inside, it offers two spacious racks, optimizing storage for various dishware, from plates to pots. A prominent Viking logo on the front emphasizes its premium quality. Included with the dishwasher are necessary components and guidelines, ensuring a smooth installation process. The exterior shines with a polished stainless steel finish, enhancing the aesthetic of any kitchen.",1,5.00,ATXSUGAR,Best Buy,2250
174m,30 in. 4-Burner Electric Range w/ Air Fry,"Retail Price: $3198
Notes: Small dents on both sides
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$3198 Nothing about your personal style is standard. So why should your appliances be? Created for those who want to reflect their true style in every room of their home, Cafe is distinct by design. Choose between two bold collections. The Customizable Professional Collection boasts a distinct line of hardware options, and the Modern Glass Collection features a seamless, contemporary design. Backed by showstopping features, every Cafe appliance gives you the form and the function you've been craving.. Amperage (A): 40 A.",1,5.00,ATXSUGAR,Best Buy,3198
176m,5 cu. ft. Electric Wall Oven & Microwave,"Retail Price: $4999
Notes: Dirty from dust but completely new
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$4999 Stay one step ahead in the kitchen with assistive cooking methods that provide a groundbreaking smart experience and new levels of precision that help bring out the boldness in every flavor. Assisted Cook Cycles recommend the ideal cooking cycle and temperature for common foods like cake, salmon filets, roasted vegetables, and more. Even-Heat True Convection for consistent baking and roasting. Temperature Probe provides internal temperature updates on oven screen without opening the door.Backlit knobs twist to navigate cook cycles and customize home screen.. Amperage (A): 40 A. Appliance Series: Not Applicable.",1,5.00,ATXSUGAR,Best Buy,4999
178m,"30"" Smart Microwave Wall Oven with Steam","Retail Price: $4250
Notes: Fully new look great come get it today
Condition: New Factory Sealed
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$4250 This 30"" Smart Microwave Combination Wall Oven with Steam Cook in Black Stainless Steel combines modern convenience with stylish design. The sleek, dual-unit features a microwave on top and a spacious oven below, offering versatile cooking options. Equipped with steam cooking capabilities, this oven enhances flavors while preserving nutrients. The user-friendly control panel provides easy access to various functions, ensuring you can prepare meals with precision. The oven cavity showcases a vibrant blue interior, adding a touch of elegance to your kitchen. With generous dimensions of approximately 29 7/8"" W x 43 1/4"" H x 25 11/16"" D, this appliance fits seamlessly into any kitchen layout.",1,5.00,ATXSUGAR,Best Buy,4250
180m,KITCHENAID KDPM604KPS built in dishwasher,"Retail Price: $1450
Notes: Fully new and never used
Condition: New - Canceled Delivery
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$1450 KitchenAid KDPM604K Collection.",1,5.00,ATXSUGAR,Best Buy,1450
182m,Profile 30 in. ENERGY STAR Induction Range,"Retail Price: $3449
Notes: Has signs of installed and usage Will need heavy cleaning
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$3449 Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for.. Amperage (A): 40 A. Appliance Category: Range. Appliance Series: GE Profile.",1,5.00,ATXSUGAR,Best Buy,3449
184m,Cafe 30 in. Smart Double Electric Wall Oven,"Retail Price: $7800
Notes: Completely factory sealed
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$7800 Experience culinary innovation with the Cafe 30-inch Smart Double Electric French-Door Wall Oven. This stylish appliance features a sleek matte white finish that is fingerprint resistant, ensuring a pristine look in your kitchen. Equipped with convection technology, this oven ensures even cooking and baking, accommodating a variety of dishes. The double French-door design not only adds to its modern aesthetic but also provides easy access to both ovens, enhancing functionality. The self-cleaning feature makes maintenance effortless, allowing you to enjoy cooking without the hassle of cleanup. This item comes in its original packaging, ready for installation.",1,5.00,ATXSUGAR,Best Buy,7800
186m,Gallery 23.3 cu ft French Door Fridge,"Retail Price: $3000
Notes: Has some imperfection see pictures otherwise fully functional
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$3000 This FRIGIDAIRE GALLERY French door refrigerator offers a freshness system that maintains the taste and texture of even your most delicate foods. Our freshness system is packed with technologies that keep food fresh and reduce food waste, such as our cooling system, advanced crispers, and our genuine air and water filtration. Get more storage out of your refrigerator with clever organization solutions that maximize usable space, including in-door condiment storage, slide under shelf and accessory railing system.. Appliance Category: Refrigerator. Appliance Series: Frigidaire Gallery. Appliance Type: French Door Refrigerator.",1,5.00,ATXSUGAR,Best Buy,3000
188m,Samsung Bespoke 29 cu. ft. 4-Door Fr. Fridge,"Retail Price: $3400
Notes: Missing front decorative panels Otherwise fully functional and operates fines
Condition: New - Packaging flawed
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$3400 Extra-large capacity 4-Door French Door Refrigerator with customizable and changeable door panels available in a variety of colors and finishes. A revolution in convenience and design, the concealed Beverage Center features both a water dispenser and AutoFill Water Pitcher. Plus a Dual Ice Maker with cubed ice and Ice Bites.. Refrigerator with customizable door panels in stainless steel. Internal water dispenser and built-in AutoFill Water Pitcher. Dual Ice Maker with Ice Bites",1,5.00,ATXSUGAR,Best Buy,3400
190m,"36 in. Wide French Door Fridge, White","Retail Price: $2999
Notes: Has signs of install powers up and functions fine Small dent on lower left side in back see pictures
Condition: Used - Good
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$2999 This French Door refrigerator with In-Door-Ice and Water gives you the storage you need with the flexibility you want. With features like a Refrigerated Exterior Drawer, keep items you use most within reach. Need ice? No French Door Bottom Mount Refrigerator in-door ice maker holds more ice. Get instant access to freshly filtered water and ice without opening the door. Adjustable Shelves and Gallon Door Bins easily move up or down to help make room for tall items while keeping everyday items in sight.. Appliance Category: Refrigerator.",1,5.00,ATXSUGAR,Best Buy,2999
192m,"Laundry Pedestal 28 W, 16 H, White -(W4)","Retail Price: $279
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$279 GE appliances provides up-to-date technology and exceptional quality to simplify the way you live. With a timeless appearance, this family of appliances is ideal for your family. And, coming from one of the most trusted names in America, you know that this entire selection of appliances is as advanced as it is practical.. Appliance Category: Appliance Parts. Appliance Series: Not Applicable. Appliance Type: Laundry Pedestal.",1,5.00,ATXSUGAR,Best Buy,279
194m,"36"" BESPOKE Wall Mount Range Hood in Charcoal -(W4","Retail Price: $1250
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1250 Our stunning wall mount hood delivers powerful ventilation, with minimal noise. Conveniently sync the hood with your cooktop via the SmartThings app to make cooking in the kitchen a little easier. A Bespoke panel on the front of the hood enables you to match, complement, or contrast other appliances in your kitchen - the choice is yours.. Amperage (A): 15 A. Appliance Series: Samsung BESPOKE. Appliance Type: Range Hood.",1,5.00,ATXSUGAR,Best Buy,1250
196m,800 Series 36 in Downdraft Stainless Steel -(W4),"Retail Price: $1999
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1999 Bosch's inventive downdraft ventilation systems keep mealtime fresh by quietly purifying the air while you cook. They're sleek, built-in, retract out of sight when not in use, and are beautifully designed to seamlessly integrate into any kitchen. Maintain an odor-free kitchen and breathe easier knowing that smoke, steam, grease and odors are quietly and effectively taken care of. And the dishwasher-safe mesh filters are easy to clean.. Amperage (A): 15 A. Appliance Series: Not Applicable.",1,5.00,ATXSUGAR,Best Buy,1999
198m,"LG STUDIO 36"" Induction Cooktop","Retail Price: $3300
Notes: Has glue residue on top from stickers at store otherwise fully new open box
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$3300 The LG Studio 36"" Built-In Smart Electric Induction Cooktop features five burners and a Flex Cooking Zone, ideal for versatile cooking needs. The sleek black design complements modern kitchens, while the induction technology ensures efficient and precise heating. This cooktop is equipped with smart features for enhanced usability, making meal preparation and cooking a seamless experience. The included photos showcase the cooktop's elegant appearance and functionality. Perfect for any culinary enthusiast looking to elevate their cooking setup.",1,5.00,ATXSUGAR,Best Buy,3300
200m,ProForm Carbon TL Foldable Treadmill -(W3),"Retail Price: $599
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$599 The ProForm Carbon TL Treadmill and the iFIT Train Membership s workout technology make fitness more approachable and convenient than ever. Sign in to iFIT on your own device, connect it to your treadmill, and experience the thrill of smart workouts that adjust your intensity for you. IFIT tracks your performance and automatically changes your 0-10% incline and 0-10 MPH to exactly what you need. The ProShox  cushioning is designed to absorb impact and provide stability while hiking, walking, running, and jogging so you can push yourself comfortably. The iFIT Trainers you follow are professional athletes, fitness experts, and more. IFIT features over 10,000 workouts and is the world s largest outdoor workout library.",1,5.00,ATXSUGAR,Best Buy,599
202m,27 in. Laundry Pedestal with Storage Drawer -(W3),"Retail Price: $360
Condition: New Open Box
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$360 What's better than an LG front-load washer and dryer pair. An LG front-load washer and dryer pair on matching pedestals. These sturdy bases elevate your appliances off of the floor by more than a foot for more comfortable loading and unloading. And, with plenty of storage space for everything from detergent bottles to dryer sheets, they'll even help you rise above laundry room clutter.. Appliance Category: Appliance Parts. Appliance Series: Not Applicable.",1,5.00,ATXSUGAR,Best Buy,360
204m,"JennAir JX3 36"" Electric Cooktop Black SS -(W3)","Retail Price: $3100
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$3100 The JennAir JX3 Euro-Style 36"" Built-In Electric Cooktop in Black Stainless Steel features a sleek design that seamlessly integrates into modern kitchens. It includes multiple cooking zones for versatility and efficiency. The intuitive control knobs allow for precise temperature adjustments, making it easy to achieve perfect cooking results. This cooktop is designed with a smooth surface for easy cleaning and maintenance. Perfect for both everyday meals and gourmet cooking, it enhances the kitchen experience. The unit is packaged securely, though the outer box shows signs of wear.",1,5.00,ATXSUGAR,Best Buy,3100
206m,GE Profile 22.1 cu ft French Door Refrigerator -,"Retail Price: $3599
Notes: Scratch and dents throughout the unit winds does not affect function. Power tested for over 24 hours and cools down in the fridge and freezer. Please see pictures.
Condition: Used - Good
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$3599 Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for.. Appliance Category: Refrigerator. Appliance Series: GE Profile. Appliance Type: Bottom Freezer Refrigerator.",1,,ATXSUGAR,,3599
208m,Profile 24 2.2 cu ft Built-In Microwave Oven -(W3),"Retail Price: $459
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$459 Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for.. Appliance Category: Microwave. Appliance Series: GE Profile. Appliance Type: Countertop Microwave.",1,5.00,ATXSUGAR,Best Buy,459
210m,GE Profile 2.2-cu ft 1100 -Watt 24.1-in Built-In M,"Retail Price: $540
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$540 Built on the belief that modern life needs modern solutions, GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile s sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you ve been looking for. Built-in microwave - this countertop microwave oven is built-in capable with a sleek matching trim kit Glass touch controls - features a smooth glass design that is easy to operate and easy to clean Scan to Cook Technology - effortlessly prepare your favorite frozen meals exactly as intended by the manufacturer just scan the barcode, and let your microwave handle the rest WiFi Connect - seamlessly manage your GE Profile microwave's power, cook time, and timers from your smartphone, tablet, or voice control device for ultimate convenience Sensor cooking controls - automatically adjusts time and power for delicious cooking results Weight and time defrost - simply enter the weight of the food, and the oven automatically sets the optimal defrosting time and power level or set your desired time for defrosting Extra-large 16-in turntable - rotates food throughout the cycle and accommodates large cookware Two-Step Child Lock - this mandatory feature helps prevent unintended use by younger family members, with the option to deactivate it if not needed Add 30 seconds button - add 30 seconds of microwave cooking time.",1,5.00,ATXSUGAR,Best Buy,540
212m,Tonal 2 Home Gym -(W3),"Retail Price: $4296
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$4296 The Tonal 2 Home Gym offers a compact and versatile fitness solution that integrates cutting-edge technology with a sleek design. This system includes an innovative digital weight training platform, allowing for an extensive range of strength-training exercises. Its smart system adjusts resistance automatically, ensuring you can progress at your own pace. The home gym features a beautifully designed interface, providing on-demand workouts catered to various fitness levels. With a combination of weight, resistance bands, and an adjustable bench, Tonal 2 allows you to engage in full-body workouts right from the comfort of your home. Ideal for fitness enthusiasts and beginners alike, this equipment transforms any space into a personal gym, making it easier than ever to achieve your fitness goals.",1,5.00,ATXSUGAR,Best Buy,4296
214m,27 Inch LG SideKick  Pedestal Washer -(W3),"Retail Price: $800
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$800 This 27-inch LG SideKick  Pedestal Washer is designed for compact spaces and enhanced washing capabilities. Its innovative design allows you to tackle small loads while running a larger washer simultaneously. The washer features a sleek, white finish that complements any laundry room decor. It includes an easy-to-use control panel and a durable drum that can handle a variety of fabrics, offering flexibility for your laundry needs. The washer is packaged securely, featuring protective wrapping and original box, ensuring safe handling and transport. With its efficient performance and two-in-one functionality, this LG SideKick  is perfect for busy households looking to optimize their laundry routine.",1,5.00,ATXSUGAR,Best Buy,800
216m,GE Profile 22.1 cu. ft. French Door Fridge,"Retail Price: $3900
Notes: Power cord is damaged but still functions perfectly Other than that completely new
Condition: New - Cosmetic Flaws
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$3900 Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for. Counter depth design creates a sleek built-in look. Hands-free Autofill automatically fills any container. 35 3/4 in.",1,5.00,ATXSUGAR,Best Buy,3900
218m,30 in. Convertible Wall-Mount Range Hood,"Retail Price: $698
Notes: Out of box Has various small dents and scratches SEE PICTURES
Condition: New - Cosmetic Flaws
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$698 At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home.. Amperage (A): 2.5 A. Appliance Series: Not Applicable. Appliance Type: Range Hood.",1,5.00,ATXSUGAR,Best Buy,698
220m,1.6 cu. ft. Over the Range Microwave in White,"Retail Price: $350
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$350 At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home. The built-in 2-speed, 300 CFM venting system helps enhance kitchen air quality by removing smoke, steam and odors from your cooktop. Nonstick interior for easier cleanup of spills. 1.6 cu.",1,5.00,ATXSUGAR,Best Buy,350
222m,30 in. Custom Hood Liner,"Retail Price: $758
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$758 Great meals shouldn't take your breath away until they're being served. The 3-speed push-button controls make adjusting the airflow a breeze. LED lights illuminate your cooktop.. Appliance Category: Appliance Parts. Appliance Type: Part/Accessory. Brand Compatibility: Various.",1,5.00,ATXSUGAR,Best Buy,758
41,Badger 5XP Lift & Latch Disposer 3/4 HP,"Retail Price: $155
Notes: All parts are inside just packaging flawed
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$155 The Badger 5XP Continuous Feed Garbage Disposal is made for durability and convenience. With galvanized steel, it is designed to be solid. The Badger 5XP offers a 3/4 horsepower Dura-Drive induction motor that runs quietly. The compact design saves space. This model features InSinkErator exclusive Lift & Latch installation technology allowing for quicker sink connection. It is our easiest install ever.",1,5.00,ATXSUGAR,Best Buy,155
224m,GE Profile 2.2-cu ft 1100 -Watt 24.1-in Built-In M,"Retail Price: $540
Notes: Still in Box has dent in top right rear corner
Condition: New - Cosmetic Flaws
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$540",1,5.00,ATXSUGAR,Best Buy,540
226m,"STUDIO 30"" 1.7 cu ft Microwave Oven -(D)","Retail Price: $1300
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1300 LG STUDIO Over-the-Range Convection Microwave fits perfectly in a modern aesthetic. With remarkable speed and versatility, you can bake, roast and now even Air Fry for family-focused convenience. Spacious 1.7 cu ft interior capacity lets you cook more at the high power of 300 CFM with 2-speed ventilation for high-performance over your range. It's power, speed and function, wrapped in the modern design of LG STUDIO.. Appliance Category: Microwave. Appliance Series: LG Studio.",1,5.00,ATXSUGAR,Best Buy,1300
228m,30 in. Under-Cab Hood w/ LED (Stainless) -(D),"Retail Price: $260
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$260 Choose the under cabinet range hood that fits your kitchen and your lifestyle. This vent hood features full-width grease filters to help keep the kitchen clean. Plus, this range hood with LED lights makes it easy to see what you're cooking. And with a 2-speed, 270 CFM motor class, you'll have the right amount of ventilation for every meal.. Amperage (A): 0.9 A. Appliance Type: Range Hood.",1,5.00,ATXSUGAR,Best Buy,260
230m,30 in. 4-Burner Electric Cooktop Black -(W3),"Retail Price: $498
Condition: New Open Box
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$498 At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home.. Amperage (A): 40 A. Appliance Category: Cooktop. Appliance Series: Not Applicable.",1,5.00,ATXSUGAR,Best Buy,498
232m,15.5 in Laundry Pedestal with Storage Drawer -(D),"Retail Price: $389
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$389 Ensures easier loading and unloading. Optional laundry pedestal also provides space-saving storage. Store your detergent, fabric softener, dryer sheets and other supplies.. Appliance Category: Appliance Parts. Appliance Series: Not Applicable. Appliance Type: Laundry Pedestal.",1,5.00,ATXSUGAR,Best Buy,389
234m,"36 in. Stainless Hood, 585 CFM, Light -(D)","Retail Price: $1620
Notes: New in box
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1620 Designed to pair with 36 in. KitchenAid Commercial-Style Ranges and Rangetops, this 36-inch 585 CFM motor class under-cabinet range hood system equips your kitchen with powerful ventilation. A 90,000 BTU rating allows this vent hood to keep up with high-heat cooking on multiple burners. Four fan speeds let you choose the right setting for cooking adventures from simmering to searing.. Amperage (A): 3.8 A. Appliance Type: Range Hood.",1,5.00,ATXSUGAR,Best Buy,1620
236m,"300 Series 30"" Wall Mount Hood with Light","Retail Price: $1199
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1199 Bosch's inventive ventilation systems keeps mealtime fresh by quietly purifying the air while you cook. This stainless steel 30 in. Pyramid chimney hood integrates matching user interfaces and design aesthetics to complete the Bosch kitchen suite with sleek and sophisticated styling. With 300 CFM of power, beautiful Bosch hoods will quickly clear the air of grease, steam, smoke and odor to keep your home fresh and odor free.. Amperage (A): 1.5 A. Appliance Series: Bosch 300 Series.",1,5.00,ATXSUGAR,Best Buy,1199
238m,Urevo 2-In-1 Folding Walking Pad Treadmill,"Retail Price: $300
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$300 The Urevo 2-In-1 Folding Walking Pad Treadmill combines efficiency and convenience for your fitness routine. Designed for both walking and jogging, this treadmill features a fully foldable design, making it easy to store in small spaces. With a sturdy frame supporting a weight capacity of up to 265 lbs, it caters to various users. The treadmill includes a user-friendly control panel, allowing for seamless adjustments to speed settings. Its sleek construction and modern aesthetic make it a stylish addition to any home gym or living space. Ideal for light exercise or intense workouts, the Urevo Walking Pad is perfect for those looking to enhance their fitness journey from the comfort of their home.",1,5.00,ATXSUGAR,Best Buy,300
240m,"KitchenAid 30"" Convertible Wall Range Hood","Retail Price: $1773
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1773 Elevate your kitchen's style and functionality with this KitchenAid 30-inch Convertible Wall Range Hood, crafted from high-quality stainless steel. This modern range hood features a sleek design that complements various kitchen d cors. The powerful ventilation system efficiently removes smoke, steam, and odors, ensuring a pleasant cooking environment. Equipped with user-friendly controls, it offers adjustable fan speeds to cater to different cooking needs. It also includes integrated LED lighting, providing excellent illumination for your cooking surface. With versatile installation options, this range hood can be ducted or used as a recirculating system, making it suitable for a variety of kitchen layouts.",1,5.00,ATXSUGAR,Best Buy,1773
242m,500 Series 36 in. Box Canopy Hood -(C),"Retail Price: $1800
Notes: Open box
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1800 Bosch's inventive ventilation systems keeps mealtime fresh by quietly purifying the air while you cook. Stainless steel 36"" box canopy chimney hood integrate matching user interfaces and design aesthetics to complete the Bosch kitchen suite with sleek and sophisticated styling. With 600 CFM of power, beautiful Bosch hoods will quickly clear the air of grease, steam, smoke and odor to keep your home fresh and odor free.. Amperage (A): 15 A. Appliance Series: Bosch 500 Series. Appliance Type: Range Hood.",1,5.00,ATXSUGAR,Best Buy,1800
244m,"Thermador 36"" Gas Rangetop w/ 4 Burners -(W3)","Retail Price: $4950
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$4950 This Thermador Professional 36"" Built-In Gas Rangetop features four Pedestal Star Burners designed for optimal heat distribution and efficiency. It includes a built-in griddle for versatile cooking options, making it an ideal choice for both professional chefs and home cooks. The stunning silver finish adds a modern touch to any kitchen. The range is specifically designed for built-in installation, offering a streamlined look and seamless integration with kitchen cabinetry. Each burner is equipped with precise control knobs for easy adjustment, ensuring perfect results every time. The layout allows for ample cooking space, accommodating multiple pots and pans simultaneously.",1,5.00,ATXSUGAR,Best Buy,4950
246m,"KitchenAid 36"" Gas Cooktop 5 Burners","Retail Price: $1620
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1620 Elevate your culinary experience with the KitchenAid 36"" Gas Cooktop featuring five powerful burners. Crafted from durable stainless steel, this cooktop combines functionality and style, making it a perfect addition to any modern kitchen. Each burner offers precise control for different cooking needs, from simmering to saut ing. The sleek design is complemented by robust grates, providing a sturdy surface for pots and pans. With its professional look and high-performance features, this gas cooktop is ideal for both home chefs and cooking enthusiasts. The cooktop comes securely packaged, ensuring safe transport and storage until you're ready to upgrade your kitchen.",1,5.00,ATXSUGAR,Best Buy,1620
248m,Samsung 1.1 cu ft OTR Microwave (Black),"Retail Price: $530
Notes: Has heavy scratches on top and sides Dents on front door and on top in rear of unit Fully functional
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$530 Experience convenience and modern design with the Samsung 1.1 cu. Ft. Smart SLIM Over-the-Range Microwave, featuring a sleek black stainless steel finish. This versatile appliance serves not only as a microwave but also as an efficient hood with 400 CFM ventilation to keep your kitchen smoke and odor-free. Designed for easy installation above your range, it offers a spacious interior for all your cooking needs. The smart features allow for intuitive cooking options, making meal preparation simple.",1,5.00,ATXSUGAR,Best Buy,530
250m,"36 in. Smart Range Hood with Light, Stainless -(W3","Retail Price: $828
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$828 At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home.. Amperage (A): 2.9 A. Appliance Series: Not Applicable. Appliance Type: Range Hood.",1,5.00,ATXSUGAR,Best Buy,828
252m,"LG 30"" Built-In Gas Cooktop, 5 Burners","Retail Price: $1150
Notes: New in box had some damage to box in shipping don t know if parts fell out
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$1150 The LG 30"" Built-In Gas Cooktop features five burners and a sleek stainless steel design. With its EasyClean technology, maintaining this cooktop is hassle-free. The control knobs offer precise temperature adjustments, making it ideal for versatile cooking tasks. The cooktop's robust construction ensures both durability and style, while the continuous grates provide stable support for pots and pans, allowing for seamless movement while cooking. Perfect for culinary enthusiasts looking to enhance their kitchen experience.",1,5.00,ATXSUGAR,Best Buy,1150
